Year	Day	Time	OutHum	WindSpeed	Rain	SolarRad	TempOut	Consumption
2015	225	14.25	65	2.4	-0	574.7	29.67	5638.01
2015	225	14.375	64	2.6	-0	541.8	29.59	5677.61
2015	225	14.5	64	3	0	515	29.5	5718.65
2015	225	14.625	64	3.5	0	504.3	29.46	5764.25
2015	225	14.75	64	4	0	501.9	29.43	5817.54
2015	225	14.875	64	4.5	-0	495.3	29.39	5881.63
2015	225	15	64	5	0	472	29.28	5959.64
2015	225	15.125	65	5.4	0	424	29.08	6053.5
2015	225	15.25	66	5.8	-0	361	28.81	6160.35
2015	225	15.375	67	6.3	-0	297	28.48	6276.12
2015	225	15.5	68	7	0	246	28.11	6396.75
2015	225	15.625	69	7.9	0	218.2	27.72	6518.17
2015	225	15.75	70	8.8	0	208.8	27.35	6636.33
2015	225	15.875	71	9.6	-0	209	27.02	6747.16
2015	225	16	72	10	0	210	26.78	6846.59
2015	225	16.125	72	9.9	0	205.1	26.64	6930.75
2015	225	16.25	72	9.5	-0	195.4	26.56	6996.48
2015	225	16.375	72	9.1	-0	183.7	26.51	7040.83
2015	225	16.5	72	9	0	173	26.44	7060.81
2015	225	16.625	72	9.4	0	165.4	26.31	7053.46
2015	225	16.75	73	10.1	0	159.8	26.15	7015.8
2015	225	16.875	73	10.8	-0	154.3	25.98	6944.87
2015	225	17	74	11	0	147	25.83	6837.7
2015	225	17.125	75	10.6	0	136.5	25.73	6693.09
2015	225	17.25	75	9.7	-0	123.4	25.67	6516.92
2015	225	17.375	75	8.7	-0	108.9	25.62	6316.86
2015	225	17.5	75	8	0	94	25.56	6100.56
2015	225	17.625	75	7.7	0	79.7	25.47	5875.67
2015	225	17.75	76	7.7	0	66.2	25.35	5649.86
2015	225	17.875	76	7.9	-0	53.3	25.23	5430.78
2015	225	18	76	8	0	41	25.11	5226.08
2015	225	18.125	76	8	0	29.4	25.02	5041.85
2015	225	18.25	76	8	-0	18.9	24.93	4877.85
2015	225	18.375	76	7.9	-0	10.2	24.83	4732.26
2015	225	18.5	77	8	0	4	24.72	4603.26
2015	225	18.625	78	8.3	0	0.6	24.58	4489.04
2015	225	18.75	79	8.6	0	-0.6	24.44	4387.78
2015	225	18.875	80	8.9	-0	-0.5	24.31	4297.67
2015	225	19	80	9	0	0	24.22	4216.88
2015	225	19.125	80	8.8	0	0.3	24.18	4143.52
2015	225	19.25	80	8.5	-0	0.3	24.16	4075.38
2015	225	19.375	80	8.2	-0	0.2	24.15	4010.17
2015	225	19.5	80	8	0	0	24.11	3945.59
2015	225	19.625	80	8.1	0	-0.1	24.03	3879.36
2015	225	19.75	81	8.3	0	-0.1	23.91	3809.18
2015	225	19.875	82	8.7	-0	-0.1	23.79	3732.76
2015	225	20	83	9	0	0	23.67	3647.81
2015	225	20.125	83	9.2	0	0	23.58	3552.57
2015	225	20.25	83	9.2	-0	0	23.52	3447.41
2015	225	20.375	83	9.1	-0	-0	23.5	3333.23
2015	225	20.5	83	9	0	0	23.5	3210.93
2015	225	20.625	83	8.8	0	0	23.53	3081.42
2015	225	20.75	82	8.5	0	-0	23.57	2945.59
2015	225	20.875	82	8.2	-0	-0	23.62	2804.35
2015	225	21	82	8	0	0	23.67	2658.61
2015	225	21.125	82	7.7	0	0	23.71	2509.73
2015	225	21.25	82	7.5	-0	0	23.74	2360.98
2015	225	21.375	82	7.3	-0	-0	23.76	2216.1
2015	225	21.5	81	7	0	0	23.78	2078.82
2015	225	21.625	80	6.6	0	0	23.8	1952.88
2015	225	21.75	80	6.2	0	-0	23.83	1842.03
2015	225	21.875	80	5.6	-0	-0	23.89	1750
2015	225	22	79	5	0	0	24	1680.53
2015	225	22.125	78	4.3	0	0	24.15	1635.97
2015	225	22.25	78	3.5	-0	0	24.3	1613.19
2015	225	22.375	78	2.7	-0	-0	24.37	1607.66
2015	225	22.5	79	2	0	0	24.28	1614.86
2015	225	22.625	81	1.3	0	0	24	1630.27
2015	225	22.75	83	0.7	0	-0	23.58	1649.37
2015	225	22.875	85	0.3	-0	-0	23.12	1667.63
2015	225	23	87	0	0	0	22.72	1680.53
2015	225	23.125	88	-0.1	0	0	22.45	1684.62
2015	225	23.25	88	-0.1	-0	0	22.3	1680.76
2015	225	23.375	88	-0	-0	-0	22.23	1670.86
2015	225	23.5	88	0	0	0	22.22	1656.86
2015	225	23.625	88	0	0	0	22.24	1640.68
2015	225	23.75	88	0	0	-0	22.27	1624.24
2015	225	23.875	88	-0	-0	-0	22.29	1609.47
2015	226	0	88	0	0	0	22.28	1598.28
2015	226	0.125	88	0	0	0	22.23	1592.1
2015	226	0.25	88	-0	-0	0	22.15	1590.32
2015	226	0.375	88	-0	-0	-0	22.07	1591.82
2015	226	0.5	89	0	0	0	22	1595.48
2015	226	0.625	90	-0	0	0	21.96	1600.19
2015	226	0.75	90	0	0	-0	21.92	1604.82
2015	226	0.875	90	0	-0	-0	21.87	1608.26
2015	226	1	91	0	0	0	21.78	1609.39
2015	226	1.125	92	-0	0	0	21.63	1607.43
2015	226	1.25	94	0	-0	0	21.46	1602.93
2015	226	1.375	95	0	-0	-0	21.29	1596.76
2015	226	1.5	96	0	0	0	21.17	1589.79
2015	226	1.625	97	-0	0	0	21.11	1582.91
2015	226	1.75	97	-0.1	0	-0	21.09	1577
2015	226	1.875	97	-0.1	-0	-0	21.07	1572.94
2015	226	2	98	0	0	0	21	1571.6
2015	226	2.125	98	0.2	0	0	20.85	1573.57
2015	226	2.25	99	0.5	0	0	20.67	1578.2
2015	226	2.375	100	0.8	-0	-0	20.5	1584.56
2015	226	2.5	100	1	0	0	20.39	1591.7
2015	226	2.625	100	1.1	0	0	20.37	1598.69
2015	226	2.75	100	1.2	0	-0	20.41	1604.6
2015	226	2.875	100	1.1	-0	-0	20.47	1608.48
2015	226	3	100	1	0	0	20.5	1609.39
2015	226	3.125	100	0.8	0	0	20.46	1606.86
2015	226	3.25	100	0.5	-0	0	20.38	1602.26
2015	226	3.375	100	0.2	-0	-0	20.29	1597.42
2015	226	3.5	100	0	0	0	20.22	1594.18
2015	226	3.625	100	-0.1	0	0	20.19	1594.37
2015	226	3.75	100	-0.2	0	-0	20.2	1599.82
2015	226	3.875	100	-0.2	-0	-0	20.22	1612.36
2015	226	4	100	0	0	0	20.22	1633.84
2015	226	4.125	100	0.3	0	0	20.2	1666.21
2015	226	4.25	100	0.6	-0	0	20.16	1711.94
2015	226	4.375	100	0.9	-0	-0	20.12	1773.62
2015	226	4.5	100	1	0	0	20.11	1853.83
2015	226	4.625	100	0.9	0	0	20.13	1955.17
2015	226	4.75	100	0.6	0	-0	20.18	2080.23
2015	226	4.875	100	0.3	-0	-0	20.24	2231.6
2015	226	5	100	0	0	0	20.28	2411.87
2015	226	5.125	100	-0.1	0	0	20.3	2621.88
2015	226	5.25	100	-0.1	-0	0.1	20.31	2855.48
2015	226	5.375	100	-0	-0	0.1	20.32	3104.78
2015	226	5.5	100	0	0	0	20.33	3361.88
2015	226	5.625	100	0	0	-0.2	20.36	3618.87
2015	226	5.75	100	0	0	-0.4	20.4	3867.86
2015	226	5.875	100	-0	-0	-0.4	20.43	4100.95
2015	226	6	100	0	0	0	20.44	4310.24
2015	226	6.125	100	0	0	1	20.44	4489.78
2015	226	6.25	100	-0	-0	2.8	20.42	4641.41
2015	226	6.375	100	-0	-0	5.7	20.4	4768.92
2015	226	6.5	100	0	0	10	20.39	4876.1
2015	226	6.625	100	0	0	15.8	20.41	4966.72
2015	226	6.75	100	0	0	23.3	20.45	5044.58
2015	226	6.875	100	-0	-0	32.7	20.52	5113.47
2015	226	7	100	0	0	44	20.61	5177.18
2015	226	7.125	100	0	0	57.2	20.73	5238.57
2015	226	7.25	99	0	-0	71.3	20.85	5296.85
2015	226	7.375	98	0	-0	85	20.97	5350.33
2015	226	7.5	98	0	0	97	21.06	5397.31
2015	226	7.625	98	-0	0	106.5	21.12	5436.08
2015	226	7.75	97	0	0	114.3	21.19	5464.95
2015	226	7.875	97	0	-0	121.4	21.3	5482.21
2015	226	8	96	0	0	129	21.5	5486.16
2015	226	8.125	95	-0	0	138.4	21.8	5475.7
2015	226	8.25	95	0	-0	151.9	22.15	5452.1
2015	226	8.375	95	0	-0	172.2	22.5	5417.23
2015	226	8.5	94	0	0	202	22.78	5372.97
2015	226	8.625	93	-0	0	242.2	22.96	5321.18
2015	226	8.75	91	0	0	287.2	23.06	5263.74
2015	226	8.875	90	0	-0	329.9	23.13	5202.52
2015	226	9	89	0	0	363	23.22	5139.39
2015	226	9.125	88	-0.1	0	381.9	23.37	5076.52
2015	226	9.25	88	-0.1	-0	391.8	23.57	5017.28
2015	226	9.375	88	-0.1	-0	400.6	23.79	4965.35
2015	226	9.5	88	0	0	416	24	4924.4
2015	226	9.625	88	0.2	0	443.4	24.2	4898.09
2015	226	9.75	88	0.5	0	477.6	24.39	4890.1
2015	226	9.875	87	0.8	-0	511	24.58	4904.1
2015	226	10	86	1	0	536	24.78	4943.77
2015	226	10.125	84	1.1	0	546.3	25	5010.54
2015	226	10.25	83	1	-0	541.8	25.21	5096.93
2015	226	10.375	82	0.9	-0	523.9	25.39	5193.25
2015	226	10.5	81	1	0	494	25.5	5289.78
2015	226	10.625	80	1.3	0	455.7	25.52	5376.82
2015	226	10.75	80	1.6	0	421.6	25.49	5444.66
2015	226	10.875	80	1.9	-0	406.4	25.47	5483.6
2015	226	11	80	2	0	425	25.5	5483.94
2015	226	11.125	80	1.9	0	485.6	25.62	5439.41
2015	226	11.25	79	1.6	-0	570.6	25.82	5357.6
2015	226	11.375	78	1.3	-0	656.1	26.05	5249.54
2015	226	11.5	78	1	0	718	26.28	5126.25
2015	226	11.625	78	0.9	0	737.6	26.47	4998.77
2015	226	11.75	77	1	0	717.5	26.61	4878.13
2015	226	11.875	76	1.1	-0	665.7	26.7	4775.35
2015	226	12	76	1	0	590	26.72	4701.47
2015	226	12.125	76	0.8	0	499.3	26.68	4665.36
2015	226	12.25	76	0.5	-0	406.2	26.6	4667.28
2015	226	12.375	77	0.2	-0	324.3	26.51	4705.31
2015	226	12.5	77	0	0	267	26.44	4777.56
2015	226	12.625	77	-0.2	0	244	26.43	4882.11
2015	226	12.75	76	-0.2	0	249	26.48	5017.07
2015	226	12.875	75	-0.1	-0	271.7	26.6	5180.52
2015	226	13	75	0	0	302	26.78	5370.57
2015	226	13.125	75	0.1	0	331.5	27.02	5583.81
2015	226	13.25	74	0.3	-0	359.6	27.29	5810.87
2015	226	13.375	73	0.6	-0	387.7	27.54	6040.9
2015	226	13.5	73	1	0	417	27.72	6263.04
2015	226	13.625	73	1.5	0	448.7	27.81	6466.43
2015	226	13.75	73	2	0	483.1	27.84	6640.2
2015	226	13.875	73	2.5	-0	520.2	27.88	6773.5
2015	226	14	73	3	0	560	28	6855.48
2015	226	14.125	72	3.3	0	601.3	28.23	6879.54
2015	226	14.25	70	3.5	-0	637.5	28.53	6856.16
2015	226	14.375	68	3.7	-0	660.4	28.83	6800.11
2015	226	14.5	67	4	0	662	29.06	6726.16
2015	226	14.625	66	4.5	0	637.4	29.17	6649.06
2015	226	14.75	66	5.1	0	594.5	29.16	6583.57
2015	226	14.875	66	5.6	-0	544.1	29.06	6544.46
2015	226	15	67	6	0	497	28.89	6546.49
2015	226	15.125	67	6.1	0	461.5	28.66	6598.81
2015	226	15.25	67	6	-0	435.3	28.39	6688.18
2015	226	15.375	67	5.9	-0	413.5	28.1	6795.75
2015	226	15.5	68	6	0	391	27.83	6902.65
2015	226	15.625	69	6.3	0	364.1	27.59	6990.04
2015	226	15.75	70	6.7	0	333.9	27.37	7039.06
2015	226	15.875	71	7.3	-0	302.8	27.16	7030.87
2015	226	16	72	8	0	273	26.94	6946.62
2015	226	16.125	73	8.6	0	246.5	26.72	6774.04
2015	226	16.25	73	9.2	-0	223.9	26.5	6527.28
2015	226	16.375	73	9.7	-0	205.3	26.28	6227.09
2015	226	16.5	74	10	0	191	26.06	5894.19
2015	226	16.625	75	10.1	0	180.6	25.84	5549.32
2015	226	16.75	75	10.1	0	171.7	25.63	5213.23
2015	226	16.875	75	10	-0	161.2	25.42	4906.66
2015	226	17	76	10	0	146	25.22	4650.34
2015	226	17.125	77	10.1	0	124.4	25.01	4459.73
2015	226	17.25	77	10.2	-0	99.1	24.82	4329.12
2015	226	17.375	77	10.2	-0	74	24.66	4247.53
2015	226	17.5	77	10	0	53	24.56	4203.97
2015	226	17.625	77	9.5	0	39	24.51	4187.44
2015	226	17.75	77	8.9	0	30.8	24.5	4186.96
2015	226	17.875	77	8.3	-0	25.9	24.51	4191.54
2015	226	18	77	8	0	22	24.5	4190.2
2015	226	18.125	77	8.1	0	17.3	24.46	4174.25
2015	226	18.25	77	8.4	-0	12	24.39	4144.25
2015	226	18.375	77	8.8	-0	7	24.31	4103.08
2015	226	18.5	77	9	0	3	24.22	4053.6
2015	226	18.625	77	8.9	0	0.7	24.14	3998.69
2015	226	18.75	78	8.5	0	-0.2	24.07	3941.22
2015	226	18.875	78	8.2	-0	-0.3	23.99	3884.06
2015	226	19	79	8	0	0	23.89	3830.09
2015	226	19.125	80	8.2	0	0.2	23.78	3781.33
2015	226	19.25	80	8.5	-0	0.2	23.67	3736.49
2015	226	19.375	80	8.9	-0	0.1	23.57	3693.42
2015	226	19.5	80	9	0	0	23.5	3650
2015	226	19.625	80	8.8	0	-0	23.47	3604.08
2015	226	19.75	80	8.3	0	0	23.49	3553.53
2015	226	19.875	79	7.7	-0	0	23.54	3496.2
2015	226	20	79	7	0	0	23.61	3429.96
2015	226	20.125	79	6.4	0	-0	23.7	3353.16
2015	226	20.25	79	5.9	-0	0	23.79	3266.07
2015	226	20.375	79	5.4	-0	0	23.87	3169.44
2015	226	20.5	78	5	0	0	23.94	3064.02
2015	226	20.625	77	4.5	0	-0	23.98	2950.58
2015	226	20.75	77	4	0	0	24.01	2829.88
2015	226	20.875	77	3.5	-0	0	24.03	2702.66
2015	226	21	77	3	0	0	24.06	2569.69
2015	226	21.125	77	2.5	0	-0	24.09	2432.19
2015	226	21.25	78	2	-0	0	24.1	2293.25
2015	226	21.375	79	1.5	-0	0	24.06	2156.45
2015	226	21.5	80	1	0	0	23.94	2025.35
2015	226	21.625	81	0.6	0	-0	23.73	1903.53
2015	226	21.75	81	0.2	0	0	23.47	1794.55
2015	226	21.875	82	-0	-0	0	23.24	1701.98
2015	226	22	82	0	0	0	23.11	1629.4
2015	226	22.125	82	0.3	0	-0	23.12	1579.14
2015	226	22.25	81	0.9	-0	0	23.24	1548.66
2015	226	22.375	81	1.5	-0	0	23.39	1534.17
2015	226	22.5	81	2	0	0	23.5	1531.9
2015	226	22.625	81	2.3	0	-0	23.53	1538.06
2015	226	22.75	82	2.4	0	0	23.48	1548.88
2015	226	22.875	82	2.3	-0	0	23.39	1560.58
2015	226	23	83	2	0	0	23.28	1569.38
2015	226	23.125	84	1.5	0	-0	23.17	1572.36
2015	226	23.25	85	0.9	-0	0	23.05	1569.99
2015	226	23.375	86	0.4	-0	0	22.91	1563.61
2015	226	23.5	86	0	0	0	22.72	1554.55
2015	226	23.625	86	-0.2	0	-0	22.48	1544.15
2015	226	23.75	87	-0.2	0	0	22.22	1533.75
2015	226	23.875	88	-0.1	-0	0	21.95	1524.67
2015	227	0	89	0	0	0	21.72	1518.25
2015	227	0.125	90	0	0	-0	21.54	1515.47
2015	227	0.25	91	0	-0	0	21.42	1515.82
2015	227	0.375	92	-0	-0	0	21.34	1518.45
2015	227	0.5	92	0	0	0	21.28	1522.52
2015	227	0.625	92	0	0	-0	21.23	1527.17
2015	227	0.75	92	-0	0	0	21.2	1531.54
2015	227	0.875	92	-0	-0	0	21.18	1534.78
2015	227	1	92	0	0	0	21.17	1536.04
2015	227	1.125	92	0	0	-0	21.18	1534.72
2015	227	1.25	92	0	-0	0	21.19	1531.32
2015	227	1.375	92	0	-0	0	21.21	1526.59
2015	227	1.5	92	0	0	0	21.22	1521.28
2015	227	1.625	92	-0	0	-0	21.23	1516.15
2015	227	1.75	92	0	0	0	21.24	1511.95
2015	227	1.875	92	0	-0	0	21.26	1509.44
2015	227	2	92	0	0	0	21.28	1509.36
2015	227	2.125	92	-0	0	-0	21.31	1512.18
2015	227	2.25	92	0	-0	0	21.33	1517.15
2015	227	2.375	92	0	-0	0	21.33	1523.23
2015	227	2.5	92	0	0	0	21.28	1529.37
2015	227	2.625	92	-0	0	-0	21.17	1534.55
2015	227	2.75	93	-0.1	0	0	21.03	1537.71
2015	227	2.875	94	-0.1	-0	0	20.89	1537.81
2015	227	3	95	0	0	0	20.78	1533.81
2015	227	3.125	96	0.2	0	-0	20.71	1525.32
2015	227	3.25	97	0.5	-0	0	20.65	1514.47
2015	227	3.375	98	0.8	-0	0	20.56	1504.05
2015	227	3.5	98	1	0	0	20.39	1496.86
2015	227	3.625	98	1.1	0.1	-0	20.11	1495.68
2015	227	3.75	99	1.1	0.1	0	19.77	1503.29
2015	227	3.875	100	1	0.1	0	19.44	1522.48
2015	227	4	100	1	0.1	0	19.17	1556.04
2015	227	4.125	100	1	0.1	-0	19.02	1605.87
2015	227	4.25	100	1.1	0.1	0	18.96	1670.27
2015	227	4.375	100	1.1	0.1	0	18.97	1746.67
2015	227	4.5	100	1	0	0	19	1832.5
2015	227	4.625	100	0.8	-0	-0	19.02	1925.17
2015	227	4.75	100	0.5	0	0	19.04	2022.11
2015	227	4.875	100	0.2	0	0	19.07	2120.73
2015	227	5	100	0	0	0	19.11	2218.47
2015	227	5.125	100	-0.1	-0	-0	19.18	2313.08
2015	227	5.25	100	-0.1	0	0	19.26	2403.7
2015	227	5.375	100	-0	0	0	19.34	2489.8
2015	227	5.5	100	0	0	0	19.39	2570.86
2015	227	5.625	100	0	-0	-0	19.4	2646.35
2015	227	5.75	100	0	0	0	19.38	2715.76
2015	227	5.875	100	-0	0	0	19.34	2778.56
2015	227	6	100	0	0	0	19.28	2834.22
2015	227	6.125	100	0	-0	0.1	19.22	2882.67
2015	227	6.25	100	-0	0	1.7	19.17	2925.6
2015	227	6.375	100	-0	0	6.2	19.16	2965.16
2015	227	6.5	100	0	0	15	19.22	3003.51
2015	227	6.625	100	0	-0	29	19.35	3042.79
2015	227	6.75	100	0	0	46.5	19.53	3085.14
2015	227	6.875	100	0	0	65	19.72	3132.71
2015	227	7	100	0	0	82	19.89	3187.66
2015	227	7.125	100	-0	-0	95.9	20.01	3252.07
2015	227	7.25	100	0	0	108.3	20.12	3327.81
2015	227	7.375	100	0	0	121.5	20.25	3416.68
2015	227	7.5	100	0	0	138	20.44	3520.49
2015	227	7.625	101	-0	-0	159.9	20.72	3641.05
2015	227	7.75	101	0	0	188.5	21.08	3780.16
2015	227	7.875	101	0	0	225.1	21.48	3939.64
2015	227	8	99	0	0	271	21.89	4121.29
2015	227	8.125	96	-0.1	-0	325.6	22.3	4324.85
2015	227	8.25	93	-0.1	0	382.1	22.7	4541.79
2015	227	8.375	90	-0.1	0	431.7	23.08	4761.5
2015	227	8.5	88	0	0	466	23.44	4973.39
2015	227	8.625	87	0.2	-0	479.6	23.78	5166.85
2015	227	8.75	87	0.4	0	480.4	24.08	5331.27
2015	227	8.875	87	0.7	0	479.5	24.33	5456.06
2015	227	9	88	1	0	488	24.5	5530.62
2015	227	9.125	88	1.4	-0	513.9	24.59	5548.45
2015	227	9.25	88	1.7	0	552.5	24.63	5519.47
2015	227	9.375	87	1.9	0	595.8	24.66	5457.71
2015	227	9.5	86	2	0	636	24.72	5377.2
2015	227	9.625	84	1.9	-0	666.2	24.84	5291.97
2015	227	9.75	83	1.6	0	684.5	25.02	5216.06
2015	227	9.875	82	1.3	0	690	25.24	5163.49
2015	227	10	81	1	0	682	25.5	5148.28
2015	227	10.125	80	0.8	-0	661	25.78	5179.91
2015	227	10.25	79	0.8	0	633.2	26.06	5249.62
2015	227	10.375	78	0.8	0	606	26.29	5344.1
2015	227	10.5	78	1	0	587	26.44	5450.02
2015	227	10.625	77	1.3	-0	580.3	26.49	5554.07
2015	227	10.75	77	1.6	0	576.9	26.45	5642.92
2015	227	10.875	77	1.9	0	564.3	26.35	5703.27
2015	227	11	78	2	0	530	26.22	5721.79
2015	227	11.125	79	1.9	-0	468.4	26.1	5689.42
2015	227	11.25	80	1.6	0	400.2	26.02	5614.08
2015	227	11.375	80	1.3	0	352.9	26.01	5507.95
2015	227	11.5	80	1	0	354	26.11	5383.2
2015	227	11.625	79	0.9	-0	419.4	26.33	5252.01
2015	227	11.75	78	0.9	0	519.8	26.65	5126.55
2015	227	11.875	76	1	0	614.3	27.02	5019.01
2015	227	12	75	1	0	662	27.39	4941.55
2015	227	12.125	75	1	-0	636.6	27.73	4903.37
2015	227	12.25	75	1	0	569.9	28.03	4901.73
2015	227	12.375	75	1	0	508	28.31	4930.93
2015	227	12.5	75	1	0	497	28.56	4985.25
2015	227	12.625	74	1	-0	567	28.78	5058.98
2015	227	12.75	72	1	0	683.2	28.94	5146.4
2015	227	12.875	70	1	0	794.5	29.02	5241.79
2015	227	13	69	1	0	850	29	5339.45
2015	227	13.125	69	1	-0	814.1	28.86	5434.48
2015	227	13.25	69	1	0	713.2	28.68	5525.31
2015	227	13.375	70	1	0	589.2	28.56	5611.17
2015	227	13.5	70	1	0	484	28.61	5691.32
2015	227	13.625	69	1	-0	428.8	28.88	5765
2015	227	13.75	68	1	0	412.6	29.25	5831.45
2015	227	13.875	67	1	0	413.6	29.55	5889.92
